id,text,label
CAT_059,"🔴 Segueix en directe la compareixença de la vicepresidenta del govern espanyol, Carmen Calvo https://t.co/iR9F3qhzHf https://t.co/FDGb3DitV6",2
CAT_060,Mor l'últim mariner que diu que va besar la infermera a la foto de Times Square https://t.co/Jay2rXGIFR https://t.co/rf8jQhZZvN,2
CAT_061,RT @TheSpiritof83: @JosepMariaRufi Sembla que la minoria silenciosa no és minoria. Ni ja és silenciosa. Gràcies per totes les respostes a a…,0
CAT_062,RT @xpep67: @OliverLpezMarn1 Tocar la porta a l'EFTA. Així de simple.,2
CAT_063,"@lovenjaire @MontseG94398156 @David_n_Goliat @vlc_JI @Julii1985 @marianpy1 @CODEXREVISUS @RAGAFO1 @Jrgen27307674 @silvia_yucca @JordiMasFont @axlcosta @Morafanova @cava_SEdR @airebros @ochoabravo32 @RafaColono @anguestar @CDRTabarnia @RamonBerenguerI @jordivergesb @AlfonsoIXLeon @Capdecul1 @rumbletoe @canilero9 @auroraborreal88 @ElPaco17170917 @LauraFangs @may_adell @bla_7863 @barnazen @ap_poch @crmontoro @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a Ti lichi, qui lis ispiñilis sis mii vilintis https://t.co/cqygD8QQeg",0
CAT_064,"@vpartal @VilaWeb Mentida, feixistes.",0
CAT_065,RT @VilaWeb: Guardiola torna a denunciar davant de la premsa anglesa la situació dels presos polítics catalans https://t.co/yFGOBT8ID0,0
CAT_066,"La política comença a peu de carrer. Per això, fem el districte de #CiutatVella carrer a carrer. Avui al Mercat de Santa Caterina escoltant i ajudant als veïns/es. Ens estimem #Barcelona! #SalvemCiutatVella https://t.co/I5VPaNUFEs",0
CAT_067,"@etveigmoltlleig @PalmiraTercera Els de la #Xusmapol, els han llençat de tot i no s'han mogut, ja tenim clar la posició de BRIMO I ARRO, són els que han de ser DESPATXATS amb el BUCH. IMMEDIATAMENT SR. TORRA, si no faci un pas al costat. Aquests el MAJOR TRAPERO els tenía TANCATS a pany i forrellat.",1
CAT_068,"RT @maximclatellot: Per si encara no ho heu copsat, en @Tyrexito us ho explica a l'últim #TMEO https://t.co/rDzd0gJpSH",0
CAT_069,"@joseprull Molta força @joseprull , la Plaça Vella de Terrassa en ple, es va emocionar en sentir les teves paraules, en veu de la mare dels teus fills. Et volem, us volem a tots a casa. #LlibertatPresosPolitics",1
CAT_070,RT @BullySJ: #JudiciALaDemocràcia #JudiciFARSA #JudiciTV3CatRàdio #JudiciProcés #judicialademocracia #JoAcuso #RepúblicaCatalana https://t.…,1
CAT_071,"No només Pasolini a #Sodom de #MiloRau al @teatrelliure. També altres quatre monstres de la postmodernitat. El somni decadent de la raó, el sotmetiment gratuït (només pel poder) a l’innocent i la llavor del feixisme. I tots voyeurs dels voyeurs. https://t.co/y2SPxD1jOI",2
CAT_072,"@NuridecanMas @JulioMurillo57 @IamSepia @jordi_canyas @AdaColau Uyyy, i perquè no parles tu la 2a llengua més parlada al món? 🤔Potser perquè no la parles bé? Doncs au, no surtis de casa, que potser et perdràs.🤭",0
CAT_073,"RT @Nex72599860: De quin culló de violència ens parles, dels polvos holy? No ens facis riure. https://t.co/ysu5xqzExc",0
CAT_074,"🗣 @meritxell_batet: Les afirmacions de Moreno Bonilla són una irresponsabilitat,intenta confrontar ciutadans per orígen o llengua. El que proposa amb els andalusos de Catalunya no és legal perquè és diferenciar els drets d’uns ciutadans amb els drets d’altres. Tots som catalans. https://t.co/96ASoSAPla",0
CAT_075,"Amb l'exhumació de Franco, es trenca un tabú imposat a la transició: la intocabilitat del franquisme. Convindria no quedar-se aquí i trencar-ne molts d'altres, com l'exclusió del dret a pronunciar-se sobre la república o l'autodeterminació.",1
CAT_076,RT @Pepsina_Mataro: Pengen una pancarta de suport als presos polítics a Ceret https://t.co/mUeOMvbJkW,1
CAT_077,"@martatrepat1 @Patol1cas La crida a no votar és intencionada!!! Els gilipolles, en tot cas, són els que hi cauen de quatre potes! Cal ser més intel.legent, i pensar a qui beneficia que no votem partits indepes.....",1
CAT_078,"Jo hi ha una cosa que no entenc en absolut. Amb la quantitat d'indepes mega-revolucionaris, que dominen el carrer, que volta per Twitter, que acusa als MHPs Puigdemont i Torra d'autonomistes ... Com es que els carrers no estan permanentment ocupats fent efectiva la revolució?",1
CAT_079,"@mvilaredon Si portem 300 anys guanyant i quan la bèstia ensenya la poteta via 155 tot són renúncies, passes enrere i neo-autonomisme, espero no saber mai què considera aquesta gent com una derrota clara i rotunda...",1
CAT_080,En aquests moments molta gent a punt per recuperar la Plaça de Catalunya! Altres han de tornar al seu país. Un llarg viatge. Sempre recordaran que eren 4 gats. Avui estem vivint una nova victòria. Visca Catalunya lliure.,0
CAT_081,"Barcelona dedicarà de nou un carrer a #PauAlsina (1830-1897). Teixidor, republicà federal i societarista, participà al primer congrés obrer català de 1865 i en la revolució de 1868. Fou el primer diputat obrer al congrés espanyol (1869) #MemòriaObrera https://t.co/VNNXh1QeDY https://t.co/5jq4yBTIPr",1
CAT_082,"La gestió de l'aigua serà 100% pública a #Terrassa a partir del 10/12. @ajterrassa i Mina hem arribat a un acord molt positiu, que permetrà fer el traspàs del servei a la nova EPEL amb totes les garanties i de la manera més beneficiosa per a la ciutadania https://t.co/8iINay44W6",0
CAT_083,"Bo! Els qui ens controlen són els nostres. Ara ja ben clar amb la policia autonòmica. No són els espanyols. Ells s'ho estalvien ja que sempre hi ha catalans disposats a fer-ho. Això és el pujolisme, en bona part. La #INDEPENDÈNCIA és possible, del tot https://t.co/r3WXUpbHpx",1
CAT_084,Jo estic una mica cagat amb això: productes super tòxics fins ara ocults estan tornant a la superfície o contaminant aigües de rius o de llacs per culpa de l'escalfament del clima. Això és un perill! I no entenc com no se n'està parlant més... https://t.co/TZqS2r06Hr,0
CAT_085,"Guaita Xavier Domènech La crisi que vindrà: de pressupostos i eleccions. Es pressionarà per un govern real de PSOE-Ciudadanos. Es tracta de reconstruir el règim, però sobretot d’assegurar la gestió neoliberal de la possible crisi del 2020 https://t.co/VCw3i2dNiH vía @ARAopinio",1
CAT_086,"@CarlesSantacruz @PrimariesCat @unitatperlaind Exacte, bé ho saps quins espais tenen el protagonisme i pagan els sous dels caps de comunicacions, es vol tapar la DUI i esclar no els interessa aquestos moviments incòmodes per ells.",0
CAT_087,"És mentida que el Referèmdum de l’#1oct era un mandat popular, al programa electoral no portaven cap Referèmdum, van prometre la independència en 18 mesos. Per cert, vaya rajada els Capos. https://t.co/6phfP8HTjV",0
CAT_088,"RT @QuicoSalles: .@junqueras És un judici polític, no respondré a les acusacions",2
CAT_089,"El que no es veu per TV: com l’advocat de @quimforn segueix l’interrogatori amb total atenció i els gestos d’aprovació al seu client. També la dona de l’acusat, concentrada en les paraules de l’exconseller. https://t.co/JcXUrAlyT2",2
CAT_090,"A banda de mostrar tota la meva solidaritat amb Lídia Heredia, recordar-li a Albert Rivera (tot i que em té bloquejat) que a la manifestació del 8 d'octubre de 2017 hi havia 170.000 persones (no 1 milió), tal i com va recomptar una empresa i C's sap perfectament. #FakeNews https://t.co/e7YeXO4fZV",1
CAT_091,📽 🔴Tall de vídeo de l' @illaderobinson on la @nurialawyerbiz ens comenta alguna de les qüestions tècnique del #judici1O @elpuntavuitv https://t.co/c0Fm0TXf5t,1
CAT_092,Recordatori diari que Carles Puigdemont és aquell senyor que en lloc de convocar eleccions va declarar la independència (una opció que fins i tot ell sabia que no tenia ni solta ni volta) perquè li estaven dient coses lletges pel Twitter.,0
CAT_093,"Trump fa una crida a la unitat, però demana que no l’investiguin: Si hi ha d'haver pau i noves lleis, no hi pot haver guerra i investigació https://t.co/WFYhreKzAn https://t.co/YhhgVqwE5z",2
CAT_094,#vaga #8deMarç!! 💪🏽💪🏽💪💪🏿💪🏾💪🏽💪🏻👏🏻👏🏿👏🏽👏🏼👏🏼👏🏿👏🏻👏🏻a #Mataró #8MCadaDia #EnsPlantem #8M2019⁠ ⁠⁠ ⁠ @ccoocatalunya @DonesCCOOCat final de la concrntració https://t.co/Fmj8OpqaFj,2
CAT_095,"RT @ANCglxi: ens estem instal·lant al TRAM 37, aquesta tarda omplim la Diagonal @SectorialsANC @assemblea #RepúblicaÉsLlibertat https://t.c…",1
CAT_096,"Dimecres passat vaig tenir la sort de passar minuts amb ell i abraçar-lo molt. I si, desborda tanta força positiva com sembla. En @jcuixart és únic. És referent. És futur. I el volem lliure #LlibertatPresosPolítics https://t.co/X4KBeF4tnF",1
CAT_097,Davant els canvis en la recollida selectiva @ConsellComarcal projectarà 2 sessions informatives a #CerveraNord i #CerveraCentre Totes dues a partir de les 20h Vine que et resoldrem tots els dubtes! #Segarraresiduzero @paeriacervera @residuscat @territoricat https://t.co/21ssqnUhW5,2
CAT_098,@IsabelO35504209 @BernatDedeu @elsa_artadi @perearagones No es cap lectura fàcil...és el que va passar.,0
CAT_099,"El dia 29 serà un dia molt important, hi ha una manifestació de feixistes violents convocada a la plaça St. Jaume. Cal estar preparats i organitzats.",1
